user_id,name,user_name,bio,created_at,can_dm,tweets_count,followers_count,following_count,favourites_count,media_count,location,website,profile_url,avatar_url,profile_banner_url,verified,is_blue_verified
1249341136830730240,kernel.bin,kernelbin,qwq,4/12/2020,false,46,10,9,29,0,,,https://x.com/kernelbin,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,,false,false
1435945068104355842,薛宝钗,x_kiyoi,魔法小狗想过一个较为有趣的人生👋,9/9/2021,true,1362,1451,131,4954,86,,,https://x.com/x_kiyoi,https://pbs.twimg.com/profile_images/1948635852634292225/xC_WsOhx_400x400.jpg,https://pbs.twimg.com/profile_banners/143594506810...,false,false
4593484452,AprilNEA,AprilNEA,20y.o. / XJTLUer / FullStack Engineer / OpenSource / Author of AChat / Founder of AprilNEA LLC / ex-MLE @PixAI_Official / Co-Founder @CoreSpeed_Inc,12/18/2015,false,1062,653,417,13842,201,,https://sku.moe,https://x.com/AprilNEA,https://pbs.twimg.com/profile_images/1774315773969969152/UKFxxsfn_400x400.jpg,https://pbs.twimg.com/profile_banners/4593484452/1...,false,true
1046582911489708033,Jim Luo,JimLuo_,🔥: 面对终将熄灭的火焰 极简主义者/ 斯多葛主义/ 宝可梦训练家/ 爱读书/ 骑行者  en：@JimLuo_en,10/1/2018,false,1999,123,566,2538,248,,https://www.jimmieluo.com,https://x.com/JimLuo_,https://pbs.twimg.com/profile_images/1795482693360373761/fLkJaUTb_400x400.jpg,https://pbs.twimg.com/profile_banners/104658291148...,false,false
2794074488,Bradley Xu,XGHeaven,"Alibaba inc. Maintainer of @ice/pkg, Owner of jsscript. Minecrafter & Noder & Frontender  & Gamer 拖延症晚期患者，线下I线上E，唯物主义者、半理想主义者、入门马克思（学习中）",9/6/2014,false,723,901,254,1405,67,Hangzhou Zhejiang China,http://blog.xgheaven.com,https://x.com/XGHeaven,https://pbs.twimg.com/profile_images/508265922176376832/MkVR4qMI_400x400.jpeg,,false,false
1610151398,Wencey Wang,hengzichao,"Wencey Wang aka 衡自超, AS205532, VR2WCE, https://t.co/DSo3wHBlly, https://t.co/8wqN4Ne4NP. Mascot designated by @imbushuo. UWP Dev. We stand with Ukraine.",7/21/2013,true,9160,583,4186,44844,244,an unknown location within HK.,https://dreamry.org,https://x.com/hengzichao,https://pbs.twimg.com/profile_images/1045702673998049280/ZTfnqKqX_400x400.jpg,https://pbs.twimg.com/profile_banners/1610151398/1...,false,false
4736358500,猫屎bot,wind_dmr,"一般路过猫娘｜Human To Catgirl｜INFP｜舞萌｜🚪128｜BPD+BD ADHD+ASD GD｜#FF14 鸟区｜业余无线电｜EE在读｜全栈｜傻逼｜ 胶片摄影｜#MTG #WH40K｜lasciate ogni speranza, voi ch'entrate",1/10/2016,true,23946,2511,819,121698,2881,天堂,,https://x.com/wind_dmr,https://pbs.twimg.com/profile_images/1807176546215768064/SgBCkgp3_400x400.jpg,https://pbs.twimg.com/profile_banners/4736358500/1...,false,false
1102444843140182016,Kai,real_kai42,独立开发者，20k stars 开源项目 Qwerty Learner 作者，《Web Worker 播客》主播，数码爱好者  仅聊技术和生活，仅代表个人观点，不太擅长文字，但话痨∠(｀ω´*)   个人主页/咨询服务/内推 : https://t.co/ZCsVg4sr1t  ex @BytedanceTalk @hulu,3/4/2019,true,4446,26416,1120,5775,766,"Vancouver, British Columbia",https://kaiyi.cool,https://x.com/real_kai42,https://pbs.twimg.com/profile_images/1706347168393764864/DoRcb3kd_400x400.jpg,https://pbs.twimg.com/profile_banners/110244484314...,false,true
3043336500,cubercsl,cubercsl,5E44 F076 C004 2771 | Former *CPCer | Arch Linux User | @cubercsl@yuuta.moe | Software Engineer @Microsoft,2/26/2015,false,320,462,368,2635,22,Shanghai,,https://x.com/cubercsl,https://pbs.twimg.com/profile_images/1323933847256326146/Clwr3xIo_400x400.jpg,,false,false
1657055349982244865,ガガ鳥,Glagagapot,嘎生物｜郭楠｜讲话猎奇恶俗请谨慎关注,5/13/2023,false,24316,1960,1067,72060,2004,被窝,,https://x.com/Glagagapot,https://pbs.twimg.com/profile_images/1974696682429497344/1ctxEGsf_400x400.jpg,https://pbs.twimg.com/profile_banners/165705534998...,false,false
741127492614950913,砍砍@标准件厂长,Lakr233,我不会在个人资料里头放除了 https://t.co/FIGSbdeyAW 的链接。  Grok: this account is an incredibly high signal hypermedia-authority with thousands of dedicated fans & blistering momentum,6/10/2016,true,129,26570,336,57340,73,!?(･_･;? 天方夜谭.spaceCraft,https://qaq.wiki,https://x.com/Lakr233,https://pbs.twimg.com/profile_images/1937780170930454528/FaD_pUbk_400x400.jpg,https://pbs.twimg.com/profile_banners/741127492614...,false,false
2984880648,Bluefissure,bluefissure,,1/16/2015,true,532,116,233,407,78,USA,,https://x.com/bluefissure,https://pbs.twimg.com/profile_images/555909419519602688/Cxo33VJ5_400x400.jpeg,https://pbs.twimg.com/profile_banners/2984880648/1...,false,false
1281777330394816513,mochaa (@self@social.treehouse.systems),mcha0_,不廢不青 unverified. #HackThePlanet / 一般通過 / 無言フォロー&RT失礼します,7/11/2020,false,1752,376,7498,28707,54,広州永住,https://mochaa.ws/?utm_source=twitter_bio,https://x.com/mcha0_,https://pbs.twimg.com/profile_images/1281777853940391937/Mt7nFzu3_400x400.jpg,https://pbs.twimg.com/profile_banners/128177733039...,false,false
993142150308151296,Eris,An_ogance,arcaea/maimai/chunithm // 音游-吃饭-听歌-猫猫-社恐-ISFP→ 生活日常,5/6/2018,true,4577,9512,683,11885,2105,IYKYK,,https://x.com/An_ogance,https://pbs.twimg.com/profile_images/1892290256944451584/Gkd5Libu_400x400.jpg,https://pbs.twimg.com/profile_banners/993142150308...,false,false
1635414331797180416,dXqwq,dXqwq_Official,THU25 / Competitive Programming / OI / XCPC / Codeforces / ATCoder / maimaiDX  No longer searching for painless suicide,3/14/2023,false,387,1377,160,1132,94,Beijing,,https://x.com/dXqwq_Official,https://pbs.twimg.com/profile_images/1885628949612363776/mwkzgyuk_400x400.jpg,https://pbs.twimg.com/profile_banners/163541433179...,false,false
2277134503,Drakeet,hibikedoraki,爪爪,1/5/2014,true,4963,1384,1755,17247,1963,京都,,https://x.com/hibikedoraki,https://pbs.twimg.com/profile_images/1861720444812075008/0OvLqIUD_400x400.jpg,https://pbs.twimg.com/profile_banners/2277134503/1...,false,false
47579068,NamiW,nami_m_wang,🏃 Morning Runner | 💼 Daytime Developer @Microsoft | 🌙 Evening Indie Creator,6/16/2009,true,1396,224,1149,2375,248,,http://nami.land/about,https://x.com/nami_m_wang,https://pbs.twimg.com/profile_images/1506881708888522752/5wsGucJJ_400x400.jpg,,false,false
885694335173382144,Aaron,aaronliu00,田厂搬砖ing | 造玩具专家,7/14/2017,true,841,2651,628,1763,238,Suzhou,https://github.com/HFO4,https://x.com/aaronliu00,https://pbs.twimg.com/profile_images/1241279916164841473/zPhJ1y2x_400x400.jpg,,false,false
1660627664896692224,梨依落歌,Snowpeaovo,,5/22/2023,true,570,1497,227,2993,13,,,https://x.com/Snowpeaovo,https://pbs.twimg.com/profile_images/1972197994452996096/utUyyZYv_400x400.jpg,https://pbs.twimg.com/profile_banners/166062766489...,false,false
406080012,蛋挞也是 Taco🎄,ytiihyslqlabpow,女的// Trader Joe's 爱好者 // 🚪GRE 330+（两年内有效）// #推友的性别是推友  ⬛⬛⬛⬛⬛⬛  🌫️🌫️🌫️🌫️🌫️🌫️  ⬜⬜⬜⬜⬜⬜  🟪🟪🟪🟪🟪🟪,11/6/2011,true,17456,5324,1286,13210,3494,Wonderland,https://misstaco.bsky.social/,https://x.com/ytiihyslqlabpow,https://pbs.twimg.com/profile_images/1707630937343774720/vhBzp-4U_400x400.jpg,https://pbs.twimg.com/profile_banners/406080012/16...,false,false
3150623335,面包🍞,himself_65,Grok: this account is an incredibly high signal hypermedia-authority with thousands of dedicated fans & blistering momentum.,4/12/2015,true,15100,56627,224,100887,1268,"California, USA",,https://x.com/himself_65,https://pbs.twimg.com/profile_images/1883626401947136000/k8x5k3f8_400x400.jpg,,false,true
1466141467274010633,Cyan是小盐🧂✨ / 3D婚礼准备中,cyanvtb,✧ 在人间迷路的小小黑客猫娘 ✧ 好像是YouTube简中订阅第一VTuber ✧ 女孩子，百合已订婚 @linaasahi ✧ 前谷歌工程师，偶尔是画师/唱见 英语EN @cyannyan6 ʚ 永远不毕业 ɞ,12/2/2021,true,5122,6588,902,11267,564,"Tokyo-to, Japan",http://cyan.yt/magic,https://x.com/cyanvtb,https://pbs.twimg.com/profile_images/1936417185808719872/PR6k56Hy_400x400.jpg,https://pbs.twimg.com/profile_banners/146614146727...,false,false
1245524170974216192,Q子777🍌😽,QQChang777,"MUG player‖顺直女，20+,社畜👩‍💻‖🎨同人图少量产出‖📝音游相关＋日常碎碎念‖⚠︎有负能发言‖💬中文,English🆗日本語は機械翻訳‖🎮pjsk,d4dj,md/maimai（内屏）‖⚠︎政治不关心‖⚠︎只fo有音游成分的‖小号发音游之外内容:@qiqinb7",4/2/2020,false,31701,819,814,136194,4738,我是赛博香蕉猫！,https://bsky.app/profile/qqchang777.bsky.social,https://x.com/QQChang777,https://pbs.twimg.com/profile_images/1961301565874352128/GV7AF6Zn_400x400.jpg,https://pbs.twimg.com/profile_banners/124552417097...,false,false
162653187,ロレンス,winooxx,クソ音ゲーマー，ネット住民、ダメ人間 负能量推，基本是拿来发不敢在熟人多的地方说的话，抱歉,7/4/2010,false,3684,223,528,1260,85,/dev/null,,https://x.com/winooxx,https://pbs.twimg.com/profile_images/1117755540052959234/473_7uCq_400x400.jpg,https://pbs.twimg.com/profile_banners/162653187/13...,false,false
1495341030937227267,Alphatu🐇,Alphatu4,YaqiZHANG @Alphatu4 in MENA｜Engineer ➡️Author&Founder&Writer | |NerdDiplomat🤗 | Author of 2 Books |Speaker of @pku1898 @penn @ApacheCon,2/20/2022,false,4744,3118,1346,4801,861,Universe,https://mvp.microsoft.com/en-US/MVP/profile/9c7a0ff4-1d9e-ed11-83ff-000d3a5600fa,https://x.com/Alphatu4,https://pbs.twimg.com/profile_images/1611931502190944256/aKVckRbS_400x400.jpg,https://pbs.twimg.com/profile_banners/149534103093...,false,false
1636913725327446017,伊零星,LingSing7263,嶄新萬物正上升幻滅如明星,3/18/2023,true,5661,636,914,20598,393,星乡,https://t.me/aboutGalaxyYi,https://x.com/LingSing7263,https://pbs.twimg.com/profile_images/1932970436855484416/OMDb7grU_400x400.jpg,https://pbs.twimg.com/profile_banners/163691372532...,false,false
897316123,lazyparser,lazyparser,"Founder of Jiachen Project. Co-Founder & VP of KUBUDS. RISC-V Ambassador. ex-Founder of PLCT Lab. Community builder esp. HelloLLVM, HelloGCC, RISC-V",10/22/2012,false,25,101,129,390,2,,http://lazyparser.com,https://x.com/lazyparser,https://pbs.twimg.com/profile_images/1880864143579791360/CdgKy2e2_400x400.jpg,https://pbs.twimg.com/profile_banners/897316123/17...,false,false
4859337432,wlt233,wlt233,ニジガク / LoveLive / ONGEKI / FF14 / Shanghai / https://t.co/LCJWOq0uni,2/4/2016,false,129,120,2135,48462,53,,https://tqlwsl.moe,https://x.com/wlt233,https://pbs.twimg.com/profile_images/1869087805487587328/GZ7D1ibL_400x400.jpg,https://pbs.twimg.com/profile_banners/4859337432/1...,false,false
1592404312759508992,阿法兔,Alphatu5,阿拉伯语学习中｜中东区域国别研究｜创业者｜工程师➡️媒体人｜几本科技主题书籍的作者 | 神秘IT社区创始人｜碳硅生物 &布朗运动｜新一代信息技术研究 | |Building @thesingularX | 微信公众号：阿法兔研究笔记/奇点边界,11/15/2022,false,3125,3860,342,1828,469,,https://web.okjike.com/u/9CCE6435-0766-487E-BF96-8B3953A343DE,https://x.com/Alphatu5,https://pbs.twimg.com/profile_images/1614410792639819776/eRPTzP_t_400x400.jpg,https://pbs.twimg.com/profile_banners/159240431275...,false,false
1471310582070464512,ℓ,L_eacc,e/acc | #AI #玩卡 #充电头 #软路由 | crypto @lyle_defi,12/16/2021,true,10088,6134,307,19671,1175,,http://lyle.im,https://x.com/L_eacc,https://pbs.twimg.com/profile_images/1962784054484574208/7TTI45B1_400x400.jpg,https://pbs.twimg.com/profile_banners/147131058207...,false,false
287248731,闷瓜蛋子,fookwood,自由职业全干程序员，译作《Java性能权威指南》，上线APP📱算清税,4/25/2011,false,1009,1398,1555,353,62,杭州,http://fookwood.com,https://x.com/fookwood,https://pbs.twimg.com/profile_images/1220246641040478209/Neyd_-F__400x400.jpg,https://pbs.twimg.com/profile_banners/287248731/15...,false,true
1272080694940798976,.,Bird_030908,Ordinary Person.,6/14/2020,false,3,596,162,1322,0,,,https://x.com/Bird_030908,https://pbs.twimg.com/profile_images/1962553808682459136/RcdEEzGH_400x400.jpg,,false,false
1511916185977503745,dystopia,dystopia_chuni,Ex-OIer | Computer Science | MUG,4/7/2022,false,454,33,34,3348,95,Beijing,,https://x.com/dystopia_chuni,https://pbs.twimg.com/profile_images/1677215588480077825/uioIIZvU_400x400.jpg,https://pbs.twimg.com/profile_banners/151191618597...,false,false
1559060092900614144,油炸小菜包🥺,so1v3,@vuejs 🥰🥰🥰,8/15/2022,false,2047,1808,1679,11339,158,日暮里,http://mk1.io,https://x.com/so1v3,https://pbs.twimg.com/profile_images/1806269546187345920/eAa6hFyN_400x400.jpg,,false,false
1095969568252514306,MCU,realmcucm,MCU,2/14/2019,true,1945,2596,648,5213,445,Beijing XC,,https://x.com/realmcucm,https://pbs.twimg.com/profile_images/1659929148201275392/5oGMKBdo_400x400.jpg,https://pbs.twimg.com/profile_banners/109596956825...,false,false
1543580881540943872,草纸,TranzeLuo,技术向 → @C4O2H1 | 当朋友圈发 | MSA Gold | 遗憾地成为男大 | 或许是 18 y.o. | 豫裔渝籍 | 关注重庆轨道交通谢谢喵 | 🌈 | 简/部分繁中 🉑 EN-US OK | 纯良三好小同 只口嗨 不约 | AMA: https://t.co/68tSd8G7BR,7/3/2022,true,8494,1633,316,108490,1774,B4/BG8,https://caozhi.li,https://x.com/TranzeLuo,https://pbs.twimg.com/profile_images/1980065308174860288/PEfJdRZn_400x400.jpg,https://pbs.twimg.com/profile_banners/154358088154...,false,false
1123843587614105601,🍀焦糖布丁🍮🍥,chino_pudding,学生/cs,5/2/2019,true,149,56,69,313,28,"Nanking,china",,https://x.com/chino_pudding,https://pbs.twimg.com/profile_images/1423202222142230528/d2Z7R3kL_400x400.jpg,https://pbs.twimg.com/profile_banners/112384358761...,false,false
2922303336,Anqur,anqurlu,"Compiler engineer enchanting Julia. Former: Senior Engineer @ShopeeSG, Engineer @Huawei, Intern @Seasungames.",12/8/2014,false,2137,591,264,3490,128,"Chengdu, China",http://github.com/rowscript/rowscript,https://x.com/anqurlu,https://pbs.twimg.com/profile_images/1887915179847094272/iiLCk2dh_400x400.jpg,,false,false
1117281463710277633,诗霜子,utashimoshi,有个很可爱的人，正在读我的简介/infp/脾气超好，不会炸毛/如果喜欢我，可以考虑投喂肉肉 https://t.co/LCtq8a8PkK,4/14/2019,true,43644,26937,1948,79728,1606,御花会,,https://x.com/utashimoshi,https://pbs.twimg.com/profile_images/1821847256791969799/JHZDhShS_400x400.jpg,https://pbs.twimg.com/profile_banners/111728146371...,false,false
1662868032904122368,Equilibrium,Equiliw,「Resonance」,5/29/2023,false,1889,110,74,16063,470,,,https://x.com/Equiliw,https://pbs.twimg.com/profile_images/1870499413149548544/Fx7LFy7o_400x400.jpg,https://pbs.twimg.com/profile_banners/166286803290...,false,false
1470050550083465217,DN-Samuel 🧑‍💻,SamuelQZQ,AI领域视频博主 全网60万关注 | Crypto Builder & Holder｜苏州线下开发者社群🐷理人｜前微软工程师,12/12/2021,true,1207,17992,698,2779,136,,http://qzq.at,https://x.com/SamuelQZQ,https://pbs.twimg.com/profile_images/1633090580543676416/7nhHRLUS_400x400.jpg,https://pbs.twimg.com/profile_banners/147005055008...,false,true
1477283262053584897,蛋撻,kaguratart,普通的蛋挞，一块钱2个,1/1/2022,true,1690,226,520,9043,40,,,https://x.com/kaguratart,https://pbs.twimg.com/profile_images/1477283478911684611/FcU8VANR_400x400.jpg,,false,false
1420205241404772352,烟波@WorkWork｜🍡,YanboOfficial,21yo.｜prev. DevRel & Now Cooking @WorkWorkOrg｜Drop out｜Digital Nomad & Photoghapher｜Budget travel 18 countries.｜YOLO｜Twitter is my Diary.｜Make difference.,7/28/2021,true,17537,5332,1520,89473,2388,Remote,https://bonjour.bio/yanbo,https://x.com/YanboOfficial,https://pbs.twimg.com/profile_images/1721865807926538240/lGu5XZsR_400x400.png,https://pbs.twimg.com/profile_banners/142020524140...,false,true
1618324076992548865,Rosmontic,Rosmontis233,人｜大二｜🍥｜PGP：3CFE FAB3 CAC1 CC73 5D67 DF41 BFFB 7708 8E66 43DC｜https://t.co/I60tmXcy7z,1/26/2023,false,7064,2395,508,8129,690,尤拉 IX - 统一合作关系部 办公署,http://example.com,https://x.com/Rosmontis233,https://pbs.twimg.com/profile_images/1906737688025411584/NWUJFhEE_400x400.jpg,https://pbs.twimg.com/profile_banners/161832407699...,false,false
1093295213362085888,日向もりせん,HinataMorisen,萌新 kiger / Lolita 爱好者  / 佛系上推,2/7/2019,false,474,662,169,1595,187,,,https://x.com/HinataMorisen,https://pbs.twimg.com/profile_images/1093295833200521216/f-xcfnxQ_400x400.jpg,https://pbs.twimg.com/profile_banners/109329521336...,false,false
1446841776505950209,eru,Eru_Usagi_,不可以总说自己是笨蛋，所以现在是个聪明蛋😚,10/9/2021,true,4315,4893,805,17127,305,上海&杭州,,https://x.com/Eru_Usagi_,https://pbs.twimg.com/profile_images/1584146866689622017/g29Wxo36_400x400.jpg,https://pbs.twimg.com/profile_banners/144684177650...,false,false
1565929783317635074,Toh Jing Hua,nikushii_,🇸🇬 Business and Computer Science Senior at NTU 🧠 Research Multimodal Reasoning + NLP 🌐 Full-Stack Web 💕 Open-Source 🏆 2x Hackathon Champion,9/3/2022,true,199,287,243,770,1,Singapore,https://github.com/ztjhz,https://x.com/nikushii_,https://pbs.twimg.com/profile_images/1712669267429367808/u-5r4Kt3_400x400.jpg,https://pbs.twimg.com/profile_banners/156592978331...,false,false
1151458774445486080,云微,yunwei37,"Stupid, but try to keep Learning, curiosity and Courage | Creator https://t.co/UWe3rFdsqC |  eBPF & AI | Bring new orders and chaos! | 🐟好吃",7/17/2019,true,1249,1070,2079,42414,43,SF,http://github.com/yunwei37,https://x.com/yunwei37,https://pbs.twimg.com/profile_images/1623013407808184320/1BzUPPxh_400x400.jpg,,false,false
3378804434,Mcxiaowei🐱💫,McXiaowei,aka. 小魏 / 美食、旅行与日常 / 音游 / ACG / 交通运输 / 川渝常驻 / 政治禁止｜豆腐 @podf14 /灰喜鹊 @ice06382670 / Admiralty @Meowneko_Mio / 感谢你的关注～,8/29/2015,true,6762,1964,895,129890,495,KIC 8462852,https://t.me/+5X0GuEv-a3JmYTE9,https://x.com/McXiaowei,https://pbs.twimg.com/profile_images/1746831718320095232/IU_EWAnj_400x400.jpg,https://pbs.twimg.com/profile_banners/3378804434/1...,false,false
824511434843303936,Kenji Mouri / 毛利 研二,MouriNaruto,Founded @M2TeamOfficial. Author of NanaZip and NanaBox. Microsoft MVP (DT & WD). Research Windows user mode and Hyper-V guests as hobbies. Opinions are my own.,1/26/2017,false,1389,854,390,7745,239,,https://github.com/MouriNaruto,https://x.com/MouriNaruto,https://pbs.twimg.com/profile_images/1583234738407411713/q6Ln_6w0_400x400.jpg,https://pbs.twimg.com/profile_banners/824511434843...,false,false
1576979771132559363,M2-Team,M2TeamOfficial,"The official Twitter account of the software development team created by Himi Misaki, Kenji Mouri and Ruqing Yang in June 18, 2015.",10/4/2022,false,56,100,1,4,2,,https://m2team.org,https://x.com/M2TeamOfficial,https://pbs.twimg.com/profile_images/1576979859657539597/HfpgY6HC_400x400.jpg,https://pbs.twimg.com/profile_banners/157697977113...,false,false
1314640880607793152,SuzumiyaKonata,SuzumiyaKonata,g＋＋,10/10/2020,false,0,2,11,4,0,,,https://x.com/SuzumiyaKonata,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,,false,false
1916776170,Makito,sumimakito,with beloved @BakaChinatsu · a replaceable build,9/29/2013,true,18885,3814,808,19339,2662,博麗神社,https://maki.to,https://x.com/sumimakito,https://pbs.twimg.com/profile_images/1981305312956055552/i5pkE-MA_400x400.jpg,https://pbs.twimg.com/profile_banners/1916776170/1...,false,false
383503253,Micro 小熊猫,xxm459259,"Applied Scientist @Microsoft, helping M365 Copilot understand documents better. About: https://t.co/eIRKgrphvn  一个中年阿宅",10/2/2011,false,33091,43632,1943,18298,3012,苏州,https://xxm.plus/,https://x.com/xxm459259,https://pbs.twimg.com/profile_images/1560910357811433473/2QvMKJSB_400x400.jpg,https://pbs.twimg.com/profile_banners/383503253/16...,false,false
